,x,y,v,Subtypes,colors
134,4,22,HPCA2: Gas-hexadecane PC_3 distribution of 0.50A,Partition coefficient,#C6CEBA
135,4,23,HPCA1: Gas-hexadecane PC_3 distribution of 0.25A,Partition coefficient,#C6CEBA
136,4,24,SLFA3: Sum of path lengths starting from oxygens_3 distribution of 0.75A,Topological indice,#B4B044
137,4,25,SHAC3: Strong H-Bond acceptors_3 distriCution of 0.75C,Hydrogen bond related,#FFC000
138,4,26,MLFB1: Linear free energy distribution of 0.25B,Hydrogen bond related,#FFC000
139,4,27,HPCB2: Gas-hexadecane PC_3 distribution of 0.50B,Partition coefficient,#C6CEBA
140,5,0,LFI: Lipoaffinity index110,Solubility lipoaffinity,#D1963A
141,5,1,SHA: Strong H-Bond acceptors_3110,Hydrogen bond related,#FFC000
142,5,2,SLF: Sum of path lengths starting from oxygens_3110,Topological indice,#B4B044
143,5,3,MLF: Linear free energy001,Hydrogen bond related,#FFC000
144,5,4,LFIAB: Lipoaffinity index_3 transition between A and B,Solubility lipoaffinity,#D1963A
145,5,5,ORFEI: Entropy density I on ORF,Open reading frame,#BDC6CF
146,5,6,LFI: Lipoaffinity index_301,Solubility lipoaffinity,#D1963A
147,5,7,LFI: Lipoaffinity index_3010,Solubility lipoaffinity,#D1963A
148,5,8,ORFEY: Entropy density Y on ORF,Open reading frame,#BDC6CF
149,5,9,TPS: Topological polar surface area_310,Topological indice,#B4B044
150,5,10,TPSAB: Topological polar surface area_3 transition between A and B,Topological indice,#B4B044
151,5,11,PSN: Primary or secondary nitrogens01,Topological indice,#B4B044
152,5,12,PCDCG: Parallel correlation PseDN composition of CG,Nucleotide related,#ED7D31
153,5,13,TraTG: Transition between T and G,Transcript related,#CCB441
154,5,14,SHACA: Strong H-Bond acceptors_3 composition of A,Hydrogen bond related,#FFC000
155,5,15,SHA: Strong H-Bond acceptors_30,Hydrogen bond related,#FFC000
156,5,16,CNHB1: NH- count distribution of 0.25B,Molecular fingerprint,#9AB6D1
157,5,17,SHAA1: Strong H-Bond acceptors_3 distribution of 0.25A,Hydrogen bond related,#FFC000
158,5,18,MReB3: Molar refractivity distribution of 0.75B,Polarizability refractivity,#A0CF6D
159,5,19,LFIA1: Lipoaffinity index_3 distribution of 0.25A,Solubility lipoaffinity,#D1963A
160,5,20,LFIA2: Lipoaffinity index_3 distribution of 0.50A,Solubility lipoaffinity,#D1963A
161,5,21,HPCA3: Gas-hexadecane PC distribution of 0.75A,Partition coefficient,#C6CEBA
162,5,22,MReA3: Molar refractivity distribution of 0.75A,Polarizability refractivity,#A0CF6D
163,5,23,MReA1: Molar refractivity distribution of 0.25A,Polarizability refractivity,#A0CF6D
164,5,24,MLFB3: Linear free energy distribution of 0.75B,Hydrogen bond related,#FFC000
165,5,25,MLFB2: Linear free energy distribution of 0.50B,Hydrogen bond related,#FFC000
166,5,26,SLFA1: Sum of path lengths starting from oxygens_3 distribution of 0.25A,Topological indice,#B4B044
167,5,27,DPRG1: Distribution of 0.25G,Transcript related,#CCB441
168,6,0,TraEK: Entropy density K on transcript,Transcript related,#CCB441
169,6,1,ORFEK: Entropy density K on ORF,Open reading frame,#BDC6CF
170,6,2,LFICB: Lipoaffinity index composition of B,Solubility lipoaffinity,#D1963A
171,6,3,LFI: Lipoaffinity index101,Solubility lipoaffinity,#D1963A
172,6,4,MLF: Linear free energy100,Hydrogen bond related,#FFC000
173,6,5,MLF: Linear free energy0,Hydrogen bond related,#FFC000
174,6,6,PHBCA: Potential Hydrogen Bonds_3 composition of A,Hydrogen bond related,#FFC000
175,6,7,LFI: Lipoaffinity index_3100,Solubility lipoaffinity,#D1963A
176,6,8,SHD: Strong H-Bond donors000,Hydrogen bond related,#FFC000
177,6,9,TPS: Topological polar surface area_3010,Topological indice,#B4B044
178,6,10,TPS: Topological polar surface area_301,Topological indice,#B4B044
179,6,11,PSNAB: Primary or secondary nitrogens transition between A and B,Topological indice,#B4B044
180,6,12,SCDCG: Series correlation PseDN composition of CG,Nucleotide related,#ED7D31
181,6,13,TPSBC: Topological polar surface area_3 transition between B and C,Topological indice,#B4B044
182,6,14,CNH: NH- count1,Molecular fingerprint,#9AB6D1
183,6,15,CNH: NH- count011,Molecular fingerprint,#9AB6D1
184,6,16,CNHB3: NH- count distribution of 0.75B,Molecular fingerprint,#9AB6D1
185,6,17,LFIA1: Lipoaffinity index distribution of 0.25A,Solubility lipoaffinity,#D1963A
186,6,18,LFIA3: Lipoaffinity index_3 distribution of 0.75A,Solubility lipoaffinity,#D1963A
187,6,19,MReB1: Molar refractivity distribution of 0.25B,Polarizability refractivity,#A0CF6D
188,6,20,SHDA1: Strong H-Bond donors distribution of 0.25A,Hydrogen bond related,#FFC000
189,6,21,SHDA2: Strong H-Bond donors distribution of 0.50A,Hydrogen bond related,#FFC000
190,6,22,HPCA3: Gas-hexadecane PC_3 distribution of 0.75A,Partition coefficient,#C6CEBA
191,6,23,MReA2: Molar refractivity distribution of 0.50A,Polarizability refractivity,#A0CF6D
192,6,24,PSNA2: Primary or secondary nitrogens distribution of 0.50A,Topological indice,#B4B044
193,6,25,SLFA2: Sum of path lengths starting from oxygens_3 distribution of 0.50A,Topological indice,#B4B044
194,6,26,LFIC2: Lipoaffinity index_3 distriCution of 0.50C,Solubility lipoaffinity,#D1963A
195,6,27,PHBC1: Potential Hydrogen Bonds_3 distriCution of 0.25C,Hydrogen bond related,#FFC000
196,7,0,PCDAA: Parallel correlation PseDN composition of AA,Nucleotide related,#ED7D31
197,7,1,SHACB: Strong H-Bond acceptors_3 composition of B,Hydrogen bond related,#FFC000
198,7,2,SHA: Strong H-Bond acceptors_3101,Hydrogen bond related,#FFC000
199,7,3,PHB: Potential Hydrogen Bonds_3002,Hydrogen bond related,#FFC000
200,7,4,PHB: Potential Hydrogen Bonds_30,Hydrogen bond related,#FFC000
201,7,5,MLFCA: Linear free energy composition of A,Hydrogen bond related,#FFC000
202,7,6,PHB: Potential Hydrogen Bonds_3001,Hydrogen bond related,#FFC000
203,7,7,PHB: Potential Hydrogen Bonds_3100,Hydrogen bond related,#FFC000
204,7,8,TPS: Topological polar surface area_3100,Topological indice,#B4B044
205,7,9,TPS: Topological polar surface area_3001,Topological indice,#B4B044
206,7,10,PSN: Primary or secondary nitrogens10,Topological indice,#B4B044
207,7,11,TPS: Topological polar surface area_3210,Topological indice,#B4B044
208,7,12,ORFEC: Entropy density C on ORF,Open reading frame,#BDC6CF
209,7,13,PCDGC: Parallel correlation PseDN composition of GC,Nucleotide related,#ED7D31
210,7,14,ORFEV: Entropy density V on ORF,Open reading frame,#BDC6CF
211,7,15,HPCC4: Gas-hexadecane PC_3 distriCution of 1.00C,Partition coefficient,#C6CEBA
212,7,16,PSNB4: Primary or secondary nitrogens distribution of 1.00B,Topological indice,#B4B044
213,7,17,LFIA4: Lipoaffinity index_3 distribution of 1.00A,Solubility lipoaffinity,#D1963A
214,7,18,LFIA3: Lipoaffinity index distribution of 0.75A,Solubility lipoaffinity,#D1963A
215,7,19,LFIA2: Lipoaffinity index distribution of 0.50A,Solubility lipoaffinity,#D1963A
216,7,20,MLFA4: Linear free energy distribution of 1.00A,Hydrogen bond related,#FFC000
217,7,21,MReA4: Molar refractivity distribution of 1.00A,Polarizability refractivity,#A0CF6D
218,7,22,SHDA3: Strong H-Bond donors distribution of 0.75A,Hydrogen bond related,#FFC000
219,7,23,PSNA3: Primary or secondary nitrogens distribution of 0.75A,Topological indice,#B4B044
220,7,24,PSNA1: Primary or secondary nitrogens distribution of 0.25A,Topological indice,#B4B044
221,7,25,C5UTR: Coverage of 5 untranslated region,Transcript related,#CCB441
222,7,26,TPSC2: Topological polar surface area_3 distriCution of 0.50C,Topological indice,#B4B044
223,7,27,TPSC1: Topological polar surface area_3 distriCution of 0.25C,Topological indice,#B4B044
224,8,0,SLFCB: Sum of path lengths starting from oxygens_3 composition of B,Topological indice,#B4B044
225,8,1,ComRA: Composition of A,Transcript related,#CCB441
226,8,2,ORFEN: Entropy density N on ORF,Open reading frame,#BDC6CF
227,8,3,PHB: Potential Hydrogen Bonds_3200,Hydrogen bond related,#FFC000
228,8,4,HPC: Gas-hexadecane PC000,Partition coefficient,#C6CEBA
229,8,5,HPC: Gas-hexadecane PC_3002,Partition coefficient,#C6CEBA
230,8,6,SLF: Sum of path lengths starting from oxygens_3012,Topological indice,#B4B044
231,8,7,TraEM: Entropy density M on transcript,Transcript related,#CCB441
232,8,8,LFI: Lipoaffinity index_3001,Solubility lipoaffinity,#D1963A
233,8,9,SHD: Strong H-Bond donors00,Hydrogen bond related,#FFC000
234,8,10,PSN: Primary or secondary nitrogens010,Topological indice,#B4B044
235,8,11,TPS: Topological polar surface area_3021,Topological indice,#B4B044
236,8,12,TraEC: Entropy density C on transcript,Transcript related,#CCB441
237,8,13,ORFEW: Entropy density W on ORF,Open reading frame,#BDC6CF
238,8,14,CNH: NH- count110,Molecular fingerprint,#9AB6D1
239,8,15,SLFC4: Sum of path lengths starting from oxygens_3 distriCution of 1.00C,Topological indice,#B4B044
240,8,16,TPSB4: Topological polar surface area_3 distribution of 1.00B,Topological indice,#B4B044
241,8,17,SHAA4: Strong H-Bond acceptors_3 distribution of 1.00A,Hydrogen bond related,#FFC000
242,8,18,CNHB4: NH- count distribution of 1.00B,Molecular fingerprint,#9AB6D1
243,8,19,LFIA4: Lipoaffinity index distribution of 1.00A,Solubility lipoaffinity,#D1963A
244,8,20,SHDA4: Strong H-Bond donors distribution of 1.00A,Hydrogen bond related,#FFC000
245,8,21,CNHA4: NH- count distribution of 1.00A,Molecular fingerprint,#9AB6D1
246,8,22,HPCA4: Gas-hexadecane PC distribution of 1.00A,Partition coefficient,#C6CEBA
247,8,23,CNHA3: NH- count distribution of 0.75A,Molecular fingerprint,#9AB6D1
248,8,24,TPSA2: Topological polar surface area_3 distribution of 0.50A,Topological indice,#B4B044
249,8,25,PHBC3: Potential Hydrogen Bonds_3 distriCution of 0.75C,Hydrogen bond related,#FFC000
250,8,26,PHBC2: Potential Hydrogen Bonds_3 distriCution of 0.50C,Hydrogen bond related,#FFC000
251,8,27,SHDB1: Strong H-Bond donors distribution of 0.25B,Hydrogen bond related,#FFC000
252,9,0,CC218: Cross covariance of lag2 on SKE-ETI,Nucleotide related,#ED7D31
253,9,1,SLF: Sum of path lengths starting from oxygens_3101,Topological indice,#B4B044
254,9,2,LFICB: Lipoaffinity index_3 composition of B,Solubility lipoaffinity,#D1963A
255,9,3,SHA: Strong H-Bond acceptors_301,Hydrogen bond related,#FFC000
256,9,4,SHAAB: Strong H-Bond acceptors_3 transition between A and B,Hydrogen bond related,#FFC000
257,9,5,SHA: Strong H-Bond acceptors_3100,Hydrogen bond related,#FFC000
258,9,6,SLF: Sum of path lengths starting from oxygens_3120,Topological indice,#B4B044
259,9,7,SLF: Sum of path lengths starting from oxygens_3102,Topological indice,#B4B044
260,9,8,PHB: Potential Hydrogen Bonds_3010,Hydrogen bond related,#FFC000
261,9,9,SHDCA: Strong H-Bond donors composition of A,Hydrogen bond related,#FFC000
262,9,10,PSN: Primary or secondary nitrogens100,Topological indice,#B4B044
263,9,11,SCDGC: Series correlation PseDN composition of GC,Nucleotide related,#ED7D31
264,9,12,TPS: Topological polar surface area_3120,Topological indice,#B4B044
265,9,13,TPS: Topological polar surface area_3012,Topological indice,#B4B044
266,9,14,ORFEL: Entropy density L on ORF,Open reading frame,#BDC6CF
267,9,15,DPRT4: Distribution of 1.00T,Transcript related,#CCB441
268,9,16,PCDl1: Parallel correlation PseDN composition of lamda1,Nucleotide related,#ED7D31
269,9,17,MReB4: Molar refractivity distribution of 1.00B,Polarizability refractivity,#A0CF6D
270,9,18,MLFB4: Linear free energy distribution of 1.00B,Hydrogen bond related,#FFC000
271,9,19,SLFA4: Sum of path lengths starting from oxygens_3 distribution of 1.00A,Topological indice,#B4B044
272,9,20,HPCA4: Gas-hexadecane PC_3 distribution of 1.00A,Partition coefficient,#C6CEBA
273,9,21,PSNA4: Primary or secondary nitrogens distribution of 1.00A,Topological indice,#B4B044
274,9,22,PHBA4: Potential Hydrogen Bonds_3 distribution of 1.00A,Hydrogen bond related,#FFC000
275,9,23,TPSA3: Topological polar surface area_3 distribution of 0.75A,Topological indice,#B4B044
276,9,24,CNHA2: NH- count distribution of 0.50A,Molecular fingerprint,#9AB6D1
277,9,25,DPRG3: Distribution of 0.75G,Transcript related,#CCB441
278,9,26,TPSC3: Topological polar surface area_3 distriCution of 0.75C,Topological indice,#B4B044
279,9,27,LFIC1: Lipoaffinity index_3 distriCution of 0.25C,Solubility lipoaffinity,#D1963A
280,10,0,CC219: Cross covariance of lag2 on SKE-WCI,Nucleotide related,#ED7D31
281,10,1,APTW2: Dinucleotide auto covariance of lag2 on PTW,Nucleotide related,#ED7D31
282,10,2,ASTB1: Dinucleotide auto covariance of lag1 on STB,Nucleotide related,#ED7D31
283,10,3,SHA: Strong H-Bond acceptors_310,Hydrogen bond related,#FFC000
284,10,4,SHA: Strong H-Bond acceptors_3010,Hydrogen bond related,#FFC000
285,10,5,SHA: Strong H-Bond acceptors_3001,Hydrogen bond related,#FFC000
286,10,6,HPC: Gas-hexadecane PC00,Partition coefficient,#C6CEBA
287,10,7,SLF: Sum of path lengths starting from oxygens_3201,Topological indice,#B4B044
288,10,8,HPC: Gas-hexadecane PC_3200,Partition coefficient,#C6CEBA
289,10,9,SHD: Strong H-Bond donors0,Hydrogen bond related,#FFC000
290,10,10,PSN: Primary or secondary nitrogens001,Topological indice,#B4B044
291,10,11,SLF: Sum of path lengths starting from oxygens_320,Topological indice,#B4B044
292,10,12,SLFAC: Sum of path lengths starting from oxygens_3 transition between A and C,Topological indice,#B4B044
293,10,13,ProAH: Pseudo protein average hydropathy,Pseudo protein related,#B3CE93
294,10,14,TraES: Entropy density S on transcript,Transcript related,#CCB441
295,10,15,MRe: Molar refractivity011,Polarizability refractivity,#A0CF6D
296,10,16,ORFES: Entropy density S on ORF,Open reading frame,#BDC6CF
297,10,17,PCDl2: Parallel correlation PseDN composition of lamda2,Nucleotide related,#ED7D31
298,10,18,(,Secondary structure,#76A6D3
299,10,19,(((,Secondary structure,#76A6D3
300,10,20,TPSA4: Topological polar surface area_3 distribution of 1.00A,Topological indice,#B4B044
301,10,21,ProPI: Pseudo protein isoelectric point,Pseudo protein related,#B3CE93
302,10,22,LFIB4: Lipoaffinity index_3 distribution of 1.00B,Solubility lipoaffinity,#D1963A
303,10,23,SLFB4: Sum of path lengths starting from oxygens_3 distribution of 1.00B,Topological indice,#B4B044
304,10,24,CNHA1: NH- count distribution of 0.25A,Molecular fingerprint,#9AB6D1
305,10,25,TPSA1: Topological polar surface area_3 distribution of 0.25A,Topological indice,#B4B044
306,10,26,LFIC3: Lipoaffinity index_3 distriCution of 0.75C,Solubility lipoaffinity,#D1963A
307,10,27,DPRG2: Distribution of 0.50G,Transcript related,#CCB441
308,11,0,CC217: Cross covariance of lag2 on SKE-BDS,Nucleotide related,#ED7D31
309,11,1,AETI2: Dinucleotide auto covariance of lag2 on ETI,Nucleotide related,#ED7D31
310,11,2,ABST1: Dinucleotide auto covariance of lag1 on BST,Nucleotide related,#ED7D31
311,11,3,AROL1: Dinucleotide auto covariance of lag1 on ROL,Nucleotide related,#ED7D31
312,11,4,LFI: Lipoaffinity index10,Solubility lipoaffinity,#D1963A
313,11,5,LFI: Lipoaffinity index01,Solubility lipoaffinity,#D1963A
314,11,6,PHB: Potential Hydrogen Bonds_3020,Hydrogen bond related,#FFC000
315,11,7,MLF: Linear free energy010,Hydrogen bond related,#FFC000
316,11,8,HPC: Gas-hexadecane PC0,Partition coefficient,#C6CEBA
317,11,9,ORFEM: Entropy density M on ORF,Open reading frame,#BDC6CF
318,11,10,HPC: Gas-hexadecane PC_3201,Partition coefficient,#C6CEBA
319,11,11,SLF: Sum of path lengths starting from oxygens_302,Topological indice,#B4B044
320,11,12,LFICA: Lipoaffinity index_3 composition of A,Solubility lipoaffinity,#D1963A
