,x,y,v,Subtypes,colors
33,1,5,SHAB3: Strong H-Bond acceptors_3 distribution of 0.75B,Hydrogen bond related,#6a3d9a
34,1,6,DPRG2: Distribution of 0.50G,Transcript related,#fb9a99
35,1,7,PHBC3: Potential Hydrogen Bonds_3 distriCution of 0.75C,Hydrogen bond related,#6a3d9a
36,1,8,TPSC2: Topological polar surface area_3 distriCution of 0.50C,Topological indice,#cab2d6
37,1,9,LFIC3: Lipoaffinity index_3 distriCution of 0.75C,Solubility lipoaffinity,#33a02c
38,1,10,PHBC2: Potential Hydrogen Bonds_3 distriCution of 0.50C,Hydrogen bond related,#6a3d9a
39,1,11,SHDB3: Strong H-Bond donors distribution of 0.75B,Hydrogen bond related,#6a3d9a
40,1,12,MLFB1: Linear free energy distribution of 0.25B,Hydrogen bond related,#6a3d9a
41,1,13,MLFB2: Linear free energy distribution of 0.50B,Hydrogen bond related,#6a3d9a
42,1,14,DPRC1: Distribution of 0.25C,Transcript related,#fb9a99
43,1,15,HPCB1: Gas-hexadecane PC distribution of 0.25B,Partition coefficient,#a6cee3
44,1,16,HPCB1: Gas-hexadecane PC_3 distribution of 0.25B,Partition coefficient,#a6cee3
45,1,17,PHBB1: Potential Hydrogen Bonds_3 distribution of 0.25B,Hydrogen bond related,#6a3d9a
46,1,18,SHAC1: Strong H-Bond acceptors_3 distriCution of 0.25C,Hydrogen bond related,#6a3d9a
47,1,19,SHAC0: Strong H-Bond acceptors_3 distriCution of 0.00C,Hydrogen bond related,#6a3d9a
48,1,20,HPCB0: Gas-hexadecane PC distribution of 0.00B,Partition coefficient,#a6cee3
49,1,21,DPRC0: Distribution of 0.00C,Transcript related,#fb9a99
50,1,22,HPCB0: Gas-hexadecane PC_3 distribution of 0.00B,Partition coefficient,#a6cee3
51,1,23,PHBB0: Potential Hydrogen Bonds_3 distribution of 0.00B,Hydrogen bond related,#6a3d9a
52,1,24,PSNB0: Primary or secondary nitrogens distribution of 0.00B,Topological indice,#cab2d6
53,1,25,SLFC0: Sum of path lengths starting from oxygens_3 distriCution of 0.00C,Topological indice,#cab2d6
54,1,26,HPCC0: Gas-hexadecane PC_3 distriCution of 0.00C,Partition coefficient,#a6cee3
55,1,27,SCDCC: Series correlation PseDN composition of CC,Nucleotide related,#b2df8a
56,2,0,SLFC1: Sum of path lengths starting from oxygens_3 distriCution of 0.25C,Topological indice,#cab2d6
57,2,1,PSNB1: Primary or secondary nitrogens distribution of 0.25B,Topological indice,#cab2d6
58,2,2,HPCC1: Gas-hexadecane PC_3 distriCution of 0.25C,Partition coefficient,#a6cee3
59,2,3,SLFB2: Sum of path lengths starting from oxygens_3 distribution of 0.50B,Topological indice,#cab2d6
60,2,4,LFIB3: Lipoaffinity index_3 distribution of 0.75B,Solubility lipoaffinity,#33a02c
61,2,5,LFIB3: Lipoaffinity index distribution of 0.75B,Solubility lipoaffinity,#33a02c
62,2,6,SLFB3: Sum of path lengths starting from oxygens_3 distribution of 0.75B,Topological indice,#cab2d6
63,2,7,HPCA3: Gas-hexadecane PC_3 distribution of 0.75A,Partition coefficient,#a6cee3
64,2,8,MReA1: Molar refractivity distribution of 0.25A,Polarizability refractivity,#1f78b4
65,2,9,DPRG3: Distribution of 0.75G,Transcript related,#fb9a99
66,2,10,TPSC3: Topological polar surface area_3 distriCution of 0.75C,Topological indice,#cab2d6
67,2,11,C5UTR: Coverage of 5 untranslated region,Transcript related,#fb9a99
68,2,12,SLFA3: Sum of path lengths starting from oxygens_3 distribution of 0.75A,Topological indice,#cab2d6
69,2,13,SLFA2: Sum of path lengths starting from oxygens_3 distribution of 0.50A,Topological indice,#cab2d6
70,2,14,SHAC3: Strong H-Bond acceptors_3 distriCution of 0.75C,Hydrogen bond related,#6a3d9a
71,2,15,HPCB3: Gas-hexadecane PC distribution of 0.75B,Partition coefficient,#a6cee3
72,2,16,SHAC2: Strong H-Bond acceptors_3 distriCution of 0.50C,Hydrogen bond related,#6a3d9a
73,2,17,HPCB2: Gas-hexadecane PC distribution of 0.50B,Partition coefficient,#a6cee3
74,2,18,HPCB2: Gas-hexadecane PC_3 distribution of 0.50B,Partition coefficient,#a6cee3
75,2,19,PHBB2: Potential Hydrogen Bonds_3 distribution of 0.50B,Hydrogen bond related,#6a3d9a
76,2,20,DPRC2: Distribution of 0.50C,Transcript related,#fb9a99
77,2,21,MRe: Molar refractivity00,Polarizability refractivity,#1f78b4
78,2,22,HPC: Gas-hexadecane PC_3000,Partition coefficient,#a6cee3
79,2,23,TraEE: Entropy density E on transcript,Transcript related,#fb9a99
80,2,24,ORFEG: Entropy density G on ORF,Open reading frame,#ff7f00
81,2,25,TraEG: Entropy density G on transcript,Transcript related,#fb9a99
82,2,26,SHD: Strong H-Bond donors011,Hydrogen bond related,#6a3d9a
83,2,27,PCDCC: Parallel correlation PseDN composition of CC,Nucleotide related,#b2df8a
84,3,0,DPRT1: Distribution of 0.25T,Transcript related,#fb9a99
85,3,1,TPSB1: Topological polar surface area_3 distribution of 0.25B,Topological indice,#cab2d6
86,3,2,SLFC2: Sum of path lengths starting from oxygens_3 distriCution of 0.50C,Topological indice,#cab2d6
87,3,3,MLFA1: Linear free energy distribution of 0.25A,Hydrogen bond related,#6a3d9a
88,3,4,PHBA1: Potential Hydrogen Bonds_3 distribution of 0.25A,Hydrogen bond related,#6a3d9a
89,3,5,MLFA2: Linear free energy distribution of 0.50A,Hydrogen bond related,#6a3d9a
90,3,6,PHBA3: Potential Hydrogen Bonds_3 distribution of 0.75A,Hydrogen bond related,#6a3d9a
91,3,7,SHDA2: Strong H-Bond donors distribution of 0.50A,Hydrogen bond related,#6a3d9a
92,3,8,MReA2: Molar refractivity distribution of 0.50A,Polarizability refractivity,#1f78b4
93,3,9,HPCA2: Gas-hexadecane PC_3 distribution of 0.50A,Partition coefficient,#a6cee3
94,3,10,HPCA1: Gas-hexadecane PC_3 distribution of 0.25A,Partition coefficient,#a6cee3
95,3,11,PSNA2: Primary or secondary nitrogens distribution of 0.50A,Topological indice,#cab2d6
96,3,12,PSNA3: Primary or secondary nitrogens distribution of 0.75A,Topological indice,#cab2d6
97,3,13,PSNA1: Primary or secondary nitrogens distribution of 0.25A,Topological indice,#cab2d6
98,3,14,MLFB3: Linear free energy distribution of 0.75B,Hydrogen bond related,#6a3d9a
99,3,15,PHBB3: Potential Hydrogen Bonds_3 distribution of 0.75B,Hydrogen bond related,#6a3d9a
100,3,16,HPCB3: Gas-hexadecane PC_3 distribution of 0.75B,Partition coefficient,#a6cee3
101,3,17,DPRC3: Distribution of 0.75C,Transcript related,#fb9a99
102,3,18,HPC: Gas-hexadecane PC_30,Partition coefficient,#a6cee3
103,3,19,HPCCA: Gas-hexadecane PC_3 composition of A,Partition coefficient,#a6cee3
104,3,20,HPC: Gas-hexadecane PC_300,Partition coefficient,#a6cee3
105,3,21,PCDCA: Parallel correlation PseDN composition of CA,Nucleotide related,#b2df8a
106,3,22,ORFEE: Entropy density E on ORF,Open reading frame,#ff7f00
107,3,23,ORFER: Entropy density R on ORF,Open reading frame,#ff7f00
108,3,24,LFICC: Lipoaffinity index_3 composition of C,Solubility lipoaffinity,#33a02c
109,3,25,PHB: Potential Hydrogen Bonds_3220,Hydrogen bond related,#6a3d9a
110,3,26,PHB: Potential Hydrogen Bonds_3022,Hydrogen bond related,#6a3d9a
111,3,27,LFI: Lipoaffinity index_3220,Solubility lipoaffinity,#33a02c
112,4,0,ProII: Pseudo protein instability index,Pseudo protein related,#ffed6f
113,4,1,TPSB2: Topological polar surface area_3 distribution of 0.50B,Topological indice,#cab2d6
114,4,2,PSNB2: Primary or secondary nitrogens distribution of 0.50B,Topological indice,#cab2d6
115,4,3,DPRT2: Distribution of 0.50T,Transcript related,#fb9a99
116,4,4,PHBA2: Potential Hydrogen Bonds_3 distribution of 0.50A,Hydrogen bond related,#6a3d9a
117,4,5,MLFA3: Linear free energy distribution of 0.75A,Hydrogen bond related,#6a3d9a
118,4,6,HPCA2: Gas-hexadecane PC distribution of 0.50A,Partition coefficient,#a6cee3
119,4,7,SHDA1: Strong H-Bond donors distribution of 0.25A,Hydrogen bond related,#6a3d9a
120,4,8,SHDA3: Strong H-Bond donors distribution of 0.75A,Hydrogen bond related,#6a3d9a
121,4,9,HPCA3: Gas-hexadecane PC distribution of 0.75A,Partition coefficient,#a6cee3
122,4,10,MReA3: Molar refractivity distribution of 0.75A,Polarizability refractivity,#1f78b4
123,4,11,TPSA2: Topological polar surface area_3 distribution of 0.50A,Topological indice,#cab2d6
124,4,12,CNHA2: NH- count distribution of 0.50A,Molecular fingerprint,#8c8c8c
125,4,13,TPSA3: Topological polar surface area_3 distribution of 0.75A,Topological indice,#cab2d6
126,4,14,TPSA1: Topological polar surface area_3 distribution of 0.25A,Topological indice,#cab2d6
127,4,15,CNHA1: NH- count distribution of 0.25A,Molecular fingerprint,#8c8c8c
128,4,16,DPRA4: Distribution of 1.00A,Transcript related,#fb9a99
129,4,17,SLFB4: Sum of path lengths starting from oxygens_3 distribution of 1.00B,Topological indice,#cab2d6
130,4,18,MRe: Molar refractivity0,Polarizability refractivity,#1f78b4
131,4,19,MReCA: Molar refractivity composition of A,Polarizability refractivity,#1f78b4
132,4,20,LFI: Lipoaffinity index_3021,Solubility lipoaffinity,#33a02c
133,4,21,MRe: Molar refractivity000,Polarizability refractivity,#1f78b4
134,4,22,LFIBC: Lipoaffinity index_3 transition between B and C,Solubility lipoaffinity,#33a02c
135,4,23,TraER: Entropy density R on transcript,Transcript related,#fb9a99
136,4,24,ComRG: Composition of G,Transcript related,#fb9a99
137,4,25,PHBCC: Potential Hydrogen Bonds_3 composition of C,Hydrogen bond related,#6a3d9a
138,4,26,TPS: Topological polar surface area_3022,Topological indice,#cab2d6
139,4,27,LFI: Lipoaffinity index_3022,Solubility lipoaffinity,#33a02c
140,5,0,CC129: Cross covariance of lag1 on SLI-SKE,Nucleotide related,#b2df8a
141,5,1,CC127: Cross covariance of lag1 on SLI-BDS,Nucleotide related,#b2df8a
142,5,2,HPCC2: Gas-hexadecane PC_3 distriCution of 0.50C,Partition coefficient,#a6cee3
143,5,3,TPSB3: Topological polar surface area_3 distribution of 0.75B,Topological indice,#cab2d6
144,5,4,PSNB3: Primary or secondary nitrogens distribution of 0.75B,Topological indice,#cab2d6
145,5,5,MReB2: Molar refractivity distribution of 0.50B,Polarizability refractivity,#1f78b4
146,5,6,LFIA2: Lipoaffinity index_3 distribution of 0.50A,Solubility lipoaffinity,#33a02c
147,5,7,MReB3: Molar refractivity distribution of 0.75B,Polarizability refractivity,#1f78b4
148,5,8,HPCA1: Gas-hexadecane PC distribution of 0.25A,Partition coefficient,#a6cee3
149,5,9,LFIA3: Lipoaffinity index distribution of 0.75A,Solubility lipoaffinity,#33a02c
150,5,10,SHDA4: Strong H-Bond donors distribution of 1.00A,Hydrogen bond related,#6a3d9a
151,5,11,MLFA4: Linear free energy distribution of 1.00A,Hydrogen bond related,#6a3d9a
152,5,12,HPCA4: Gas-hexadecane PC distribution of 1.00A,Partition coefficient,#a6cee3
153,5,13,MReA4: Molar refractivity distribution of 1.00A,Polarizability refractivity,#1f78b4
154,5,14,CNHA3: NH- count distribution of 0.75A,Molecular fingerprint,#8c8c8c
155,5,15,SHAB4: Strong H-Bond acceptors_3 distribution of 1.00B,Hydrogen bond related,#6a3d9a
156,5,16,LFIB4: Lipoaffinity index_3 distribution of 1.00B,Solubility lipoaffinity,#33a02c
157,5,17,MRe: Molar refractivity001,Polarizability refractivity,#1f78b4
158,5,18,TraED: Entropy density D on transcript,Transcript related,#fb9a99
159,5,19,PHB: Potential Hydrogen Bonds_320,Hydrogen bond related,#6a3d9a
160,5,20,SCDCA: Series correlation PseDN composition of CA,Nucleotide related,#b2df8a
161,5,21,TraAG: Transition between A and G,Transcript related,#fb9a99
162,5,22,SHD: Strong H-Bond donors01,Hydrogen bond related,#6a3d9a
163,5,23,TPS: Topological polar surface area_320,Topological indice,#cab2d6
164,5,24,TPSCC: Topological polar surface area_3 composition of C,Topological indice,#cab2d6
165,5,25,SHDCB: Strong H-Bond donors composition of B,Hydrogen bond related,#6a3d9a
166,5,26,SHD: Strong H-Bond donors110,Hydrogen bond related,#6a3d9a
167,5,27,TPS: Topological polar surface area_3220,Topological indice,#cab2d6
168,6,0,ASLI1: Dinucleotide auto covariance of lag1 on SLI,Nucleotide related,#b2df8a
169,6,1,CC128: Cross covariance of lag1 on SLI-ETI,Nucleotide related,#b2df8a
170,6,2,CC215: Cross covariance of lag2 on ETI-SLI,Nucleotide related,#b2df8a
171,6,3,DPRT3: Distribution of 0.75T,Transcript related,#fb9a99
172,6,4,SLFC3: Sum of path lengths starting from oxygens_3 distriCution of 0.75C,Topological indice,#cab2d6
173,6,5,LFIA1: Lipoaffinity index_3 distribution of 0.25A,Solubility lipoaffinity,#33a02c
174,6,6,LFIA3: Lipoaffinity index_3 distribution of 0.75A,Solubility lipoaffinity,#33a02c
175,6,7,CNHB3: NH- count distribution of 0.75B,Molecular fingerprint,#8c8c8c
176,6,8,SHAA2: Strong H-Bond acceptors_3 distribution of 0.50A,Hydrogen bond related,#6a3d9a
177,6,9,LFIA2: Lipoaffinity index distribution of 0.50A,Solubility lipoaffinity,#33a02c
178,6,10,PHBA4: Potential Hydrogen Bonds_3 distribution of 1.00A,Hydrogen bond related,#6a3d9a
179,6,11,PSNA4: Primary or secondary nitrogens distribution of 1.00A,Topological indice,#cab2d6
180,6,12,CNHA4: NH- count distribution of 1.00A,Molecular fingerprint,#8c8c8c
181,6,13,HPCA4: Gas-hexadecane PC_3 distribution of 1.00A,Partition coefficient,#a6cee3
182,6,14,ProPI: Pseudo protein isoelectric point,Pseudo protein related,#ffed6f
183,6,15,LFIB4: Lipoaffinity index distribution of 1.00B,Solubility lipoaffinity,#33a02c
184,6,16,MRe: Molar refractivity100,Polarizability refractivity,#1f78b4
185,6,17,ORFED: Entropy density D on ORF,Open reading frame,#ff7f00
186,6,18,PHB: Potential Hydrogen Bonds_302,Hydrogen bond related,#6a3d9a
187,6,19,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,Hydrogen bond related,#6a3d9a
188,6,20,LFI: Lipoaffinity index_3210,Solubility lipoaffinity,#33a02c
189,6,21,SCDAC: Series correlation PseDN composition of AC,Nucleotide related,#b2df8a
190,6,22,SHD: Strong H-Bond donors10,Hydrogen bond related,#6a3d9a
191,6,23,TPS: Topological polar surface area_3020,Topological indice,#cab2d6
192,6,24,TPS: Topological polar surface area_302,Topological indice,#cab2d6
193,6,25,PHB: Potential Hydrogen Bonds_3202,Hydrogen bond related,#6a3d9a
194,6,26,TPS: Topological polar surface area_3202,Topological indice,#cab2d6
195,6,27,GCC1V: GCCo1 variance frame score,Guanine-cytosine related,#fdbf6f
196,7,0,CC120: Cross covariance of lag1 on SKE-SLI,Nucleotide related,#b2df8a
197,7,1,CC130: Cross covariance of lag1 on SLI-WCI,Nucleotide related,#b2df8a
198,7,2,CC210: Cross covariance of lag2 on BDS-SLI,Nucleotide related,#b2df8a
199,7,3,CC225: Cross covariance of lag2 on WCI-SLI,Nucleotide related,#b2df8a
200,7,4,HPCC3: Gas-hexadecane PC_3 distriCution of 0.75C,Partition coefficient,#a6cee3
201,7,5,MReB1: Molar refractivity distribution of 0.25B,Polarizability refractivity,#1f78b4
202,7,6,SHAA3: Strong H-Bond acceptors_3 distribution of 0.75A,Hydrogen bond related,#6a3d9a
203,7,7,SHAA1: Strong H-Bond acceptors_3 distribution of 0.25A,Hydrogen bond related,#6a3d9a
204,7,8,CNHB1: NH- count distribution of 0.25B,Molecular fingerprint,#8c8c8c
205,7,9,LFIA1: Lipoaffinity index distribution of 0.25A,Solubility lipoaffinity,#33a02c
206,7,10,SHAA4: Strong H-Bond acceptors_3 distribution of 1.00A,Hydrogen bond related,#6a3d9a
207,7,11,CNHB4: NH- count distribution of 1.00B,Molecular fingerprint,#8c8c8c
208,7,12,TPSA4: Topological polar surface area_3 distribution of 1.00A,Topological indice,#cab2d6
209,7,13,MLFB4: Linear free energy distribution of 1.00B,Hydrogen bond related,#6a3d9a
210,7,14,LFI: Lipoaffinity index100,Solubility lipoaffinity,#33a02c
211,7,15,DPRG4: Distribution of 1.00G,Transcript related,#fb9a99
212,7,16,CNHAB: NH- count transition between A and B,Molecular fingerprint,#8c8c8c
213,7,17,CNH: NH- count10,Molecular fingerprint,#8c8c8c
214,7,18,SHD: Strong H-Bond donors001,Hydrogen bond related,#6a3d9a
215,7,19,SLF: Sum of path lengths starting from oxygens_301,Topological indice,#cab2d6
216,7,20,LFI: Lipoaffinity index_3120,Solubility lipoaffinity,#33a02c
217,7,21,PCDAC: Parallel correlation PseDN composition of AC,Nucleotide related,#b2df8a
218,7,22,SHDAB: Strong H-Bond donors transition between A and B,Hydrogen bond related,#6a3d9a
219,7,23,TPSAC: Topological polar surface area_3 transition between A and C,Topological indice,#cab2d6
220,7,24,FickS: Fickett score,Codon related,#e31a1c
221,7,25,SHD: Strong H-Bond donors101,Hydrogen bond related,#6a3d9a
222,7,26,GCC3V: GCCo3 variance frame score,Guanine-cytosine related,#fdbf6f
223,7,27,GCC2V: GCCo2 variance frame score,Guanine-cytosine related,#fdbf6f
224,8,0,L1SLI: Series correlation PseDN composition of lamda1-SLI,Nucleotide related,#b2df8a
225,8,1,CC110: Cross covariance of lag1 on BDS-SLI,Nucleotide related,#b2df8a
226,8,2,CC227: Cross covariance of lag2 on SLI-BDS,Nucleotide related,#b2df8a
227,8,3,CC228: Cross covariance of lag2 on SLI-ETI,Nucleotide related,#b2df8a
228,8,4,ORFIn: ORF integrity,Open reading frame,#ff7f00
229,8,5,CNHB2: NH- count distribution of 0.50B,Molecular fingerprint,#8c8c8c
230,8,6,PSNB4: Primary or secondary nitrogens distribution of 1.00B,Topological indice,#cab2d6
231,8,7,TPSB4: Topological polar surface area_3 distribution of 1.00B,Topological indice,#cab2d6
232,8,8,MReB4: Molar refractivity distribution of 1.00B,Polarizability refractivity,#1f78b4
233,8,9,LFIA4: Lipoaffinity index distribution of 1.00A,Solubility lipoaffinity,#33a02c
234,8,10,LFIA4: Lipoaffinity index_3 distribution of 1.00A,Solubility lipoaffinity,#33a02c
235,8,11,PCDl2: Parallel correlation PseDN composition of lamda2,Nucleotide related,#b2df8a
236,8,12,LFI: Lipoaffinity index001,Solubility lipoaffinity,#33a02c
237,8,13,SLFA4: Sum of path lengths starting from oxygens_3 distribution of 1.00A,Topological indice,#cab2d6
238,8,14,TPSC4: Topological polar surface area_3 distriCution of 1.00C,Topological indice,#cab2d6
239,8,15,LFIC4: Lipoaffinity index_3 distriCution of 1.00C,Solubility lipoaffinity,#33a02c
240,8,16,CNH: NH- count01,Molecular fingerprint,#8c8c8c
241,8,17,TPS: Topological polar surface area_3201,Topological indice,#cab2d6
242,8,18,SHD: Strong H-Bond donors100,Hydrogen bond related,#6a3d9a
243,8,19,PSNCA: Primary or secondary nitrogens composition of A,Topological indice,#cab2d6
244,8,20,LFI: Lipoaffinity index_3012,Solubility lipoaffinity,#33a02c
245,8,21,SHD: Strong H-Bond donors010,Hydrogen bond related,#6a3d9a
246,8,22,TPS: Topological polar surface area_3200,Topological indice,#cab2d6
247,8,23,TPS: Topological polar surface area_3002,Topological indice,#cab2d6
248,8,24,SLF: Sum of path lengths starting from oxygens_3100,Topological indice,#cab2d6
249,8,25,LFI: Lipoaffinity index_3202,Solubility lipoaffinity,#33a02c
250,8,26,TraEW: Entropy density W on transcript,Transcript related,#fb9a99
251,8,27,SCDTC: Series correlation PseDN composition of TC,Nucleotide related,#b2df8a
252,9,0,APDT1: Dinucleotide auto covariance of lag1 on PDT,Nucleotide related,#b2df8a
253,9,1,ATIL1: Dinucleotide auto covariance of lag1 on TIL,Nucleotide related,#b2df8a
254,9,2,CC115: Cross covariance of lag1 on ETI-SLI,Nucleotide related,#b2df8a
255,9,3,CC230: Cross covariance of lag2 on SLI-WCI,Nucleotide related,#b2df8a
256,9,4,CC229: Cross covariance of lag2 on SLI-SKE,Nucleotide related,#b2df8a
257,9,5,SHA: Strong H-Bond acceptors_30,Hydrogen bond related,#6a3d9a
258,9,6,CNH: NH- count011,Molecular fingerprint,#8c8c8c
259,9,7,SLFC4: Sum of path lengths starting from oxygens_3 distriCution of 1.00C,Topological indice,#cab2d6
260,9,8,HPCC4: Gas-hexadecane PC_3 distriCution of 1.00C,Partition coefficient,#a6cee3
261,9,9,DPRT4: Distribution of 1.00T,Transcript related,#fb9a99
262,9,10,PCDl1: Parallel correlation PseDN composition of lamda1,Nucleotide related,#b2df8a
263,9,11,(((,Secondary structure,#666666
264,9,12,((((,Secondary structure,#666666
265,9,13,PHBC4: Potential Hydrogen Bonds_3 distriCution of 1.00C,Hydrogen bond related,#6a3d9a
266,9,14,PPMFS: Pseudo protein PI-MW frame score,Pseudo protein related,#ffed6f
267,9,15,SHDB4: Strong H-Bond donors distribution of 1.00B,Hydrogen bond related,#6a3d9a
268,9,16,CNH: NH- count101,Molecular fingerprint,#8c8c8c
269,9,17,CNH: NH- count010,Molecular fingerprint,#8c8c8c
270,9,18,PSN: Primary or secondary nitrogens0,Topological indice,#cab2d6
271,9,19,SLFAB: Sum of path lengths starting from oxygens_3 transition between A and B,Topological indice,#cab2d6
272,9,20,SLF: Sum of path lengths starting from oxygens_310,Topological indice,#cab2d6
273,9,21,.(.,Secondary structure,#666666
274,9,22,PSN: Primary or secondary nitrogens00,Topological indice,#cab2d6
275,9,23,PSN: Primary or secondary nitrogens000,Topological indice,#cab2d6
276,9,24,SLF: Sum of path lengths starting from oxygens_3001,Topological indice,#cab2d6
277,9,25,GCCo1: GC content of 1st position of codons,Guanine-cytosine related,#fdbf6f
278,9,26,PCDTC: Parallel correlation PseDN composition of TC,Nucleotide related,#b2df8a
279,9,27,SLF: Sum of path lengths starting from oxygens_3000,Topological indice,#cab2d6
280,10,0,ATWI1: Dinucleotide auto covariance of lag1 on TWI,Nucleotide related,#b2df8a
281,10,1,CC205: Cross covariance of lag2 on PID-SLI,Nucleotide related,#b2df8a
282,10,2,CC125: Cross covariance of lag1 on WCI-SLI,Nucleotide related,#b2df8a
283,10,3,ABDT2: Dinucleotide auto covariance of lag2 on BDT,Nucleotide related,#b2df8a
284,10,4,APID2: Dinucleotide auto covariance of lag2 on PID,Nucleotide related,#b2df8a
285,10,5,MRe: Molar refractivity01,Polarizability refractivity,#1f78b4
286,10,6,SHA: Strong H-Bond acceptors_300,Hydrogen bond related,#6a3d9a
287,10,7,SHACA: Strong H-Bond acceptors_3 composition of A,Hydrogen bond related,#6a3d9a
288,10,8,CNH: NH- count110,Molecular fingerprint,#8c8c8c
289,10,9,ORFEL: Entropy density L on ORF,Open reading frame,#ff7f00
290,10,10,((,Secondary structure,#666666
291,10,11,(,Secondary structure,#666666
292,10,12,ORFES: Entropy density S on ORF,Open reading frame,#ff7f00
293,10,13,HPCB4: Gas-hexadecane PC_3 distribution of 1.00B,Partition coefficient,#a6cee3
294,10,14,DPRC4: Distribution of 1.00C,Transcript related,#fb9a99
295,10,15,MLF: Linear free energy10,Hydrogen bond related,#6a3d9a
296,10,16,SHA: Strong H-Bond acceptors_3201,Hydrogen bond related,#6a3d9a
297,10,17,SHA: Strong H-Bond acceptors_3102,Hydrogen bond related,#6a3d9a
298,10,18,CNH: NH- count001,Molecular fingerprint,#8c8c8c
299,10,19,TraEQ: Entropy density Q on transcript,Transcript related,#fb9a99
300,10,20,ORFEQ: Entropy density Q on ORF,Open reading frame,#ff7f00
301,10,21,(.(,Secondary structure,#666666
302,10,22,ORFCo: ORF coverage,Open reading frame,#ff7f00
303,10,23,HPC: Gas-hexadecane PC_3001,Partition coefficient,#a6cee3
304,10,24,SLF: Sum of path lengths starting from oxygens_30,Topological indice,#cab2d6
305,10,25,MLF: Linear free energy011,Hydrogen bond related,#6a3d9a
306,10,26,MLF: Linear free energy110,Hydrogen bond related,#6a3d9a
307,10,27,TraGC: Transition between G and C,Transcript related,#fb9a99
308,11,0,ARIS1: Dinucleotide auto covariance of lag1 on RIS,Nucleotide related,#b2df8a
309,11,1,CC226: Cross covariance of lag2 on SLI-PID,Nucleotide related,#b2df8a
310,11,2,ASFB1: Dinucleotide auto covariance of lag1 on SFB,Nucleotide related,#b2df8a
311,11,3,ASHI2: Dinucleotide auto covariance of lag2 on SHI,Nucleotide related,#b2df8a
312,11,4,CC220: Cross covariance of lag2 on SKE-SLI,Nucleotide related,#b2df8a
313,11,5,LFI: Lipoaffinity index_3201,Solubility lipoaffinity,#33a02c
